n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,level,N,N,mean_PSD
100,25,0.3,I,SbP,Euclidean,0,none,t4,4,1,1000,1
100,25,0.3,I,SbP,Supremum,0,none,t4,5.1,1,1000,1
100,25,0.3,Sh,ShJ,Euclidean,0,none,t4,34.9,1,1000,1
100,25,0.3,Sh,ShJ,Supremum,0,none,t4,18.5,1,1000,1
100,25,0.3,I,ShJ,Euclidean,0,none,t4,0.3,1,2000,
100,25,0.3,I,ShJ,Supremum,0,none,t4,3.15,1,2000,
100,25,0.3,Sh,SbJ,Euclidean,0,none,t4,4.9,1,1000,1
100,25,0.3,Sh,SbJ,Supremum,0,none,t4,4.9,1,1000,1
100,25,0.3,I,SbJ,Euclidean,0,none,t4,4.4,1,1000,1
100,25,0.3,I,SbJ,Supremum,0,none,t4,5.2,1,1000,1
150,25,0.6,Sh,ShP,Euclidean,0.1,single,t4,99.4,1,1000,0
150,25,0.6,Sh,ShP,Supremum,0.1,single,t4,85.8,1,1000,0
150,25,0.6,I,ShP,Euclidean,0.1,single,t4,1.1,1,1000,0
150,25,0.6,I,ShP,Supremum,0.1,single,t4,30,1,1000,0
150,25,0.6,Sh,SbP,Euclidean,0.1,single,t4,18.8,1,1000,1
150,25,0.6,Sh,SbP,Supremum,0.1,single,t4,68.1,1,1000,1
150,25,0.6,I,SbP,Euclidean,0.1,single,t4,6.9,1,1000,1
150,25,0.6,I,SbP,Supremum,0.1,single,t4,36.1,1,1000,1
150,25,0.6,Sh,ShJ,Euclidean,0.1,single,t4,99.3,1,1000,1
150,25,0.6,Sh,ShJ,Supremum,0.1,single,t4,86.9,1,1000,1
150,25,0.6,I,ShJ,Euclidean,0.1,single,t4,0.5,1,2000,
150,25,0.6,I,ShJ,Supremum,0.1,single,t4,25.6,1,2000,
150,25,0.6,Sh,SbJ,Euclidean,0.1,single,t4,11,1,1000,1
150,25,0.6,Sh,SbJ,Supremum,0.1,single,t4,66.5,1,1000,1
150,25,0.6,I,SbJ,Euclidean,0.1,single,t4,5.6,1,1000,1
150,25,0.6,I,SbJ,Supremum,0.1,single,t4,34.1,1,1000,1
50,25,0,Sh,ShP,Euclidean,0,none,t4,0,1,1000,0
50,25,0,Sh,ShP,Supremum,0,none,t4,0.1,1,1000,0
50,25,0,I,ShP,Euclidean,0,none,t4,0,1,1000,0
50,25,0,I,ShP,Supremum,0,none,t4,2.8,1,1000,0
50,25,0,Sh,SbP,Euclidean,0,none,t4,3.3,1,1000,1
50,25,0,Sh,SbP,Supremum,0,none,t4,2.9,1,1000,1
50,25,0,I,SbP,Euclidean,0,none,t4,3.4,1,1000,1
50,25,0,I,SbP,Supremum,0,none,t4,2.9,1,1000,1
50,25,0,Sh,ShJ,Euclidean,0,none,t4,0,1,1000,1
50,25,0,Sh,ShJ,Supremum,0,none,t4,0.1,1,1000,1
50,25,0,I,ShJ,Euclidean,0,none,t4,0,1,2000,
50,25,0,I,ShJ,Supremum,0,none,t4,1.8,1,2000,
50,25,0,Sh,SbJ,Euclidean,0,none,t4,6.5,1,1000,1
50,25,0,Sh,SbJ,Supremum,0,none,t4,3.1,1,1000,1
50,25,0,I,SbJ,Euclidean,0,none,t4,6.4,1,1000,1
50,25,0,I,SbJ,Supremum,0,none,t4,3,1,1000,1
50,25,0,Sh,ShP,Euclidean,0.2,column,t4,1.3,1,1000,0
50,25,0,Sh,ShP,Supremum,0.2,column,t4,2.7,1,1000,0
50,25,0,I,ShP,Euclidean,0.2,column,t4,24.1,1,1000,0
50,25,0,I,ShP,Supremum,0.2,column,t4,45.2,1,1000,0
50,25,0,Sh,SbP,Euclidean,0.2,column,t4,16,1,1000,1
50,25,0,Sh,SbP,Supremum,0.2,column,t4,12.8,1,1000,1
50,25,0,I,SbP,Euclidean,0.2,column,t4,58.2,1,1000,1
50,25,0,I,SbP,Supremum,0.2,column,t4,46.6,1,1000,1
50,25,0,Sh,ShJ,Euclidean,0.2,column,t4,1.2,1,1000,1
50,25,0,Sh,ShJ,Supremum,0.2,column,t4,2.5,1,1000,1
50,25,0,I,ShJ,Euclidean,0.2,column,t4,17.15,1,2000,
50,25,0,I,ShJ,Supremum,0.2,column,t4,38.65,1,2000,
50,25,0,Sh,SbJ,Euclidean,0.2,column,t4,22.8,1,1000,1
50,25,0,Sh,SbJ,Supremum,0.2,column,t4,14.3,1,1000,1
50,25,0,I,SbJ,Euclidean,0.2,column,t4,64.3,1,1000,1
50,25,0,I,SbJ,Supremum,0.2,column,t4,49.7,1,1000,1
150,25,0.3,Sh,ShP,Euclidean,0.1,column,t4,100,1,1000,0
150,25,0.3,Sh,ShP,Supremum,0.1,column,t4,95.4,1,1000,0
150,25,0.3,I,ShP,Euclidean,0.1,column,t4,43.7,1,1000,0
150,25,0.3,I,ShP,Supremum,0.1,column,t4,53,1,1000,0
150,25,0.3,Sh,SbP,Euclidean,0.1,column,t4,17.4,1,1000,1
150,25,0.3,Sh,SbP,Supremum,0.1,column,t4,11.2,1,1000,1
150,25,0.3,I,SbP,Euclidean,0.1,column,t4,59.3,1,1000,1
150,25,0.3,I,SbP,Supremum,0.1,column,t4,56.3,1,1000,1
150,25,0.3,Sh,ShJ,Euclidean,0.1,column,t4,99.6,1,1000,1
150,25,0.3,Sh,ShJ,Supremum,0.1,column,t4,91.1,1,1000,1
150,25,0.3,I,ShJ,Euclidean,0.1,column,t4,41.45,1,2000,
150,25,0.3,I,ShJ,Supremum,0.1,column,t4,51.9,1,2000,
150,25,0.3,Sh,SbJ,Euclidean,0.1,column,t4,16.6,1,1000,1
150,25,0.3,Sh,SbJ,Supremum,0.1,column,t4,11,1,1000,1
150,25,0.3,I,SbJ,Euclidean,0.1,column,t4,59.6,1,1000,1
150,25,0.3,I,SbJ,Supremum,0.1,column,t4,56.5,1,1000,1
100,25,0,Sh,ShP,Euclidean,0,none,t4,3.4,1,1000,0
100,25,0,Sh,ShP,Supremum,0,none,t4,2.5,1,1000,0
100,25,0,I,ShP,Euclidean,0,none,t4,0,1,1000,0
100,25,0,I,ShP,Supremum,0,none,t4,4,1,1000,0
100,25,0,Sh,SbP,Euclidean,0,none,t4,4.6,1,1000,1
100,25,0,Sh,SbP,Supremum,0,none,t4,3.7,1,1000,1
100,25,0,I,SbP,Euclidean,0,none,t4,4.9,1,1000,1
100,25,0,I,SbP,Supremum,0,none,t4,3.9,1,1000,1
100,25,0,Sh,ShJ,Euclidean,0,none,t4,1.5,1,1000,1
100,25,0,Sh,ShJ,Supremum,0,none,t4,1,1,1000,1
100,25,0,I,ShJ,Euclidean,0,none,t4,0,1,2000,
100,25,0,I,ShJ,Supremum,0,none,t4,3.6,1,2000,
100,25,0,Sh,SbJ,Euclidean,0,none,t4,6.1,1,1000,1
100,25,0,Sh,SbJ,Supremum,0,none,t4,3.9,1,1000,1
100,25,0,I,SbJ,Euclidean,0,none,t4,6,1,1000,1
100,25,0,I,SbJ,Supremum,0,none,t4,3.9,1,1000,1
150,25,0.3,Sh,ShP,Euclidean,0.2,column,t4,100,1,1000,0
150,25,0.3,Sh,ShP,Supremum,0.2,column,t4,99.7,1,1000,0
150,25,0.3,I,ShP,Euclidean,0.2,column,t4,99.7,1,1000,0
150,25,0.3,I,ShP,Supremum,0.2,column,t4,99.6,1,1000,0
150,25,0.3,Sh,SbP,Euclidean,0.2,column,t4,87.7,1,1000,1
150,25,0.3,Sh,SbP,Supremum,0.2,column,t4,64.2,1,1000,1
150,25,0.3,I,SbP,Euclidean,0.2,column,t4,99.8,1,1000,1
150,25,0.3,I,SbP,Supremum,0.2,column,t4,99.7,1,1000,1
150,25,0.3,Sh,ShJ,Euclidean,0.2,column,t4,100,1,1000,1
150,25,0.3,Sh,ShJ,Supremum,0.2,column,t4,99.3,1,1000,1
150,25,0.3,I,ShJ,Euclidean,0.2,column,t4,99.65,1,2000,
150,25,0.3,I,ShJ,Supremum,0.2,column,t4,99.75,1,2000,
150,25,0.3,Sh,SbJ,Euclidean,0.2,column,t4,87.9,1,1000,1
150,25,0.3,Sh,SbJ,Supremum,0.2,column,t4,66.4,1,1000,1
150,25,0.3,I,SbJ,Euclidean,0.2,column,t4,99.8,1,1000,1
150,25,0.3,I,SbJ,Supremum,0.2,column,t4,99.7,1,1000,1
100,25,0.6,Sh,ShP,Euclidean,0.1,column,t4,83.9,1,1000,0
100,25,0.6,Sh,ShP,Supremum,0.1,column,t4,67.8,1,1000,0
100,25,0.6,I,ShP,Euclidean,0.1,column,t4,72.1,1,1000,0
100,25,0.6,I,ShP,Supremum,0.1,column,t4,80.6,1,1000,0
100,25,0.6,Sh,SbP,Euclidean,0.1,column,t4,40.2,1,1000,1
100,25,0.6,Sh,SbP,Supremum,0.1,column,t4,27.1,1,1000,1
100,25,0.6,I,SbP,Euclidean,0.1,column,t4,88.8,1,1000,1
100,25,0.6,I,SbP,Supremum,0.1,column,t4,87.6,1,1000,1
100,25,0.6,Sh,ShJ,Euclidean,0.1,column,t4,84.9,1,1000,1
100,25,0.6,Sh,ShJ,Supremum,0.1,column,t4,72.7,1,1000,1
100,25,0.6,I,ShJ,Euclidean,0.1,column,t4,65,1,2000,
100,25,0.6,I,ShJ,Supremum,0.1,column,t4,77.6,1,2000,
100,25,0.6,Sh,SbJ,Euclidean,0.1,column,t4,24.6,1,1000,1
100,25,0.6,Sh,SbJ,Supremum,0.1,column,t4,23.9,1,1000,1
100,25,0.6,I,SbJ,Euclidean,0.1,column,t4,86.4,1,1000,1
100,25,0.6,I,SbJ,Supremum,0.1,column,t4,86.4,1,1000,1
50,25,0.6,Sh,ShP,Euclidean,0.2,single,t4,11.9,1,1000,0
50,25,0.6,Sh,ShP,Supremum,0.2,single,t4,9,1,1000,0
50,25,0.6,I,ShP,Euclidean,0.2,single,t4,0.5,1,1000,0
50,25,0.6,I,ShP,Supremum,0.2,single,t4,31.6,1,1000,0
50,25,0.6,Sh,SbP,Euclidean,0.2,single,t4,18.9,1,1000,1
50,25,0.6,Sh,SbP,Supremum,0.2,single,t4,87.3,1,1000,1
50,25,0.6,I,SbP,Euclidean,0.2,single,t4,6,1,1000,1
50,25,0.6,I,SbP,Supremum,0.2,single,t4,53.5,1,1000,1
50,25,0.6,Sh,ShJ,Euclidean,0.2,single,t4,7.4,1,1000,1
50,25,0.6,Sh,ShJ,Supremum,0.2,single,t4,6.3,1,1000,1
50,25,0.6,I,ShJ,Euclidean,0.2,single,t4,0.05,1,2000,
50,25,0.6,I,ShJ,Supremum,0.2,single,t4,23.8,1,2000,
50,25,0.6,Sh,SbJ,Euclidean,0.2,single,t4,7.2,1,1000,1
50,25,0.6,Sh,SbJ,Supremum,0.2,single,t4,84.2,1,1000,1
50,25,0.6,I,SbJ,Euclidean,0.2,single,t4,4.4,1,1000,1
50,25,0.6,I,SbJ,Supremum,0.2,single,t4,45.1,1,1000,1
50,25,0.6,Sh,ShP,Euclidean,0,none,t4,10.5,1,1000,0
50,25,0.6,Sh,ShP,Supremum,0,none,t4,9.5,1,1000,0
50,25,0.6,I,ShP,Euclidean,0,none,t4,0.1,1,1000,0
50,25,0.6,I,ShP,Supremum,0,none,t4,2.5,1,1000,0
50,25,0.6,Sh,SbP,Euclidean,0,none,t4,4.4,1,1000,1
50,25,0.6,Sh,SbP,Supremum,0,none,t4,4.6,1,1000,1
50,25,0.6,I,SbP,Euclidean,0,none,t4,3.7,1,1000,1
50,25,0.6,I,SbP,Supremum,0,none,t4,5.9,1,1000,1
50,25,0.6,Sh,ShJ,Euclidean,0,none,t4,6.9,1,1000,1
50,25,0.6,Sh,ShJ,Supremum,0,none,t4,5,1,1000,1
50,25,0.6,I,ShJ,Euclidean,0,none,t4,0.05,1,2000,
50,25,0.6,I,ShJ,Supremum,0,none,t4,1.25,1,2000,
50,25,0.6,Sh,SbJ,Euclidean,0,none,t4,0.9,1,1000,1
50,25,0.6,Sh,SbJ,Supremum,0,none,t4,2.9,1,1000,1
50,25,0.6,I,SbJ,Euclidean,0,none,t4,3,1,1000,1
50,25,0.6,I,SbJ,Supremum,0,none,t4,4.3,1,1000,1
50,25,0.3,Sh,ShP,Euclidean,0.1,single,t4,0.5,1,1000,0
50,25,0.3,Sh,ShP,Supremum,0.1,single,t4,1.1,1,1000,0
50,25,0.3,I,ShP,Euclidean,0.1,single,t4,0.8,1,1000,0
50,25,0.3,I,ShP,Supremum,0.1,single,t4,3.8,1,1000,0
50,25,0.3,Sh,SbP,Euclidean,0.1,single,t4,4.7,1,1000,1
50,25,0.3,Sh,SbP,Supremum,0.1,single,t4,5,1,1000,1
50,25,0.3,I,SbP,Euclidean,0.1,single,t4,5.2,1,1000,1
50,25,0.3,I,SbP,Supremum,0.1,single,t4,5.2,1,1000,1
50,25,0.3,Sh,ShJ,Euclidean,0.1,single,t4,0.4,1,1000,1
50,25,0.3,Sh,ShJ,Supremum,0.1,single,t4,0.3,1,1000,1
50,25,0.3,I,ShJ,Euclidean,0.1,single,t4,0.2,1,2000,
50,25,0.3,I,ShJ,Supremum,0.1,single,t4,2.25,1,2000,
50,25,0.3,Sh,SbJ,Euclidean,0.1,single,t4,5.1,1,1000,1
50,25,0.3,Sh,SbJ,Supremum,0.1,single,t4,5.1,1,1000,1
50,25,0.3,I,SbJ,Euclidean,0.1,single,t4,6.2,1,1000,1
50,25,0.3,I,SbJ,Supremum,0.1,single,t4,5.3,1,1000,1
150,25,0.3,Sh,ShP,Euclidean,0.2,single,t4,100,1,1000,0
150,25,0.3,Sh,ShP,Supremum,0.2,single,t4,92.5,1,1000,0
150,25,0.3,I,ShP,Euclidean,0.2,single,t4,2.3,1,1000,0
150,25,0.3,I,ShP,Supremum,0.2,single,t4,65,1,1000,0
150,25,0.3,Sh,SbP,Euclidean,0.2,single,t4,24.1,1,1000,1
150,25,0.3,Sh,SbP,Supremum,0.2,single,t4,87.8,1,1000,1
150,25,0.3,I,SbP,Euclidean,0.2,single,t4,8.5,1,1000,1
150,25,0.3,I,SbP,Supremum,0.2,single,t4,67.3,1,1000,1
150,25,0.3,Sh,ShJ,Euclidean,0.2,single,t4,99.1,1,1000,1
150,25,0.3,Sh,ShJ,Supremum,0.2,single,t4,80.4,1,1000,1
150,25,0.3,I,ShJ,Euclidean,0.2,single,t4,1.65,1,2000,
150,25,0.3,I,ShJ,Supremum,0.2,single,t4,62.95,1,2000,
150,25,0.3,Sh,SbJ,Euclidean,0.2,single,t4,23.5,1,1000,1
150,25,0.3,Sh,SbJ,Supremum,0.2,single,t4,87.7,1,1000,1
150,25,0.3,I,SbJ,Euclidean,0.2,single,t4,9.3,1,1000,1
150,25,0.3,I,SbJ,Supremum,0.2,single,t4,66.8,1,1000,1
50,25,0.6,Sh,ShP,Euclidean,0.1,single,t4,12.5,1,1000,0
50,25,0.6,Sh,ShP,Supremum,0.1,single,t4,9.6,1,1000,0
50,25,0.6,I,ShP,Euclidean,0.1,single,t4,0.2,1,1000,0
50,25,0.6,I,ShP,Supremum,0.1,single,t4,3.5,1,1000,0
50,25,0.6,Sh,SbP,Euclidean,0.1,single,t4,6.1,1,1000,1
50,25,0.6,Sh,SbP,Supremum,0.1,single,t4,12.7,1,1000,1
50,25,0.6,I,SbP,Euclidean,0.1,single,t4,3.6,1,1000,1
50,25,0.6,I,SbP,Supremum,0.1,single,t4,7.9,1,1000,1
50,25,0.6,Sh,ShJ,Euclidean,0.1,single,t4,6.7,1,1000,1
50,25,0.6,Sh,ShJ,Supremum,0.1,single,t4,5.5,1,1000,1
50,25,0.6,I,ShJ,Euclidean,0.1,single,t4,0,1,2000,
50,25,0.6,I,ShJ,Supremum,0.1,single,t4,1.6,1,2000,
50,25,0.6,Sh,SbJ,Euclidean,0.1,single,t4,1.6,1,1000,1
50,25,0.6,Sh,SbJ,Supremum,0.1,single,t4,8.7,1,1000,1
50,25,0.6,I,SbJ,Euclidean,0.1,single,t4,2.2,1,1000,1
50,25,0.6,I,SbJ,Supremum,0.1,single,t4,6.2,1,1000,1
50,25,0.3,Sh,ShP,Euclidean,0.2,single,t4,1.1,1,1000,0
50,25,0.3,Sh,ShP,Supremum,0.2,single,t4,1.4,1,1000,0
50,25,0.3,I,ShP,Euclidean,0.2,single,t4,0.1,1,1000,0
50,25,0.3,I,ShP,Supremum,0.2,single,t4,5.7,1,1000,0
50,25,0.3,Sh,SbP,Euclidean,0.2,single,t4,5.8,1,1000,1
50,25,0.3,Sh,SbP,Supremum,0.2,single,t4,17.8,1,1000,1
50,25,0.3,I,SbP,Euclidean,0.2,single,t4,4.6,1,1000,1
50,25,0.3,I,SbP,Supremum,0.2,single,t4,7.4,1,1000,1
50,25,0.3,Sh,ShJ,Euclidean,0.2,single,t4,0.9,1,1000,1
50,25,0.3,Sh,ShJ,Supremum,0.2,single,t4,0.6,1,1000,1
50,25,0.3,I,ShJ,Euclidean,0.2,single,t4,0,1,2000,
50,25,0.3,I,ShJ,Supremum,0.2,single,t4,3.85,1,2000,
50,25,0.3,Sh,SbJ,Euclidean,0.2,single,t4,5.6,1,1000,1
50,25,0.3,Sh,SbJ,Supremum,0.2,single,t4,16.8,1,1000,1
50,25,0.3,I,SbJ,Euclidean,0.2,single,t4,6.9,1,1000,1
50,25,0.3,I,SbJ,Supremum,0.2,single,t4,7.2,1,1000,1
150,50,0.6,I,ShJ,Euclidean,0.1,single,gumbel,0.3,1,1000,
150,50,0.6,I,ShJ,Supremum,0.1,single,gumbel,15,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.2,column,gumbel,85.5,1,1000,
50,50,0.6,I,ShJ,Supremum,0.2,column,gumbel,98,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.1,column,gumbel,0.3,1,1000,
50,50,0.3,I,ShJ,Supremum,0.1,column,gumbel,8.7,1,1000,
150,50,0.6,I,ShJ,Euclidean,0,none,clayton,0.1,1,1000,
150,50,0.6,I,ShJ,Supremum,0,none,clayton,2.3,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.2,single,clayton,0,1,1000,
100,50,0.6,I,ShJ,Supremum,0.2,single,clayton,93.4,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0.1,single,gumbel,1.6,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.2,single,clayton,0,1,1000,
100,50,0.3,I,ShJ,Supremum,0.2,single,clayton,18.3,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.2,column,clayton,85.1,1,1000,
50,50,0.6,I,ShJ,Supremum,0.2,column,clayton,97.9,1,1000,
150,50,0.6,I,ShJ,Euclidean,0,none,gumbel,0.3,1,1000,
150,50,0.6,I,ShJ,Supremum,0,none,gumbel,1.9,1,1000,
50,50,0.6,I,ShJ,Euclidean,0,none,clayton,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0,none,clayton,0.9,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.2,column,gumbel,83.5,1,1000,
100,50,0.3,I,ShJ,Supremum,0.2,column,gumbel,96.5,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.1,column,clayton,0.3,1,1000,
50,50,0.3,I,ShJ,Supremum,0.1,column,clayton,6.6,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.2,column,clayton,19.5,1,1000,
50,50,0.3,I,ShJ,Supremum,0.2,column,clayton,56.3,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.2,column,clayton,100,1,1000,
150,50,0.6,I,ShJ,Supremum,0.2,column,clayton,100,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,
100,50,0.3,I,ShJ,Supremum,0.1,single,gumbel,2,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.1,single,clayton,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0.1,single,clayton,1.3,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.2,column,gumbel,99,1,1000,
150,50,0.3,I,ShJ,Supremum,0.2,column,gumbel,99.7,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.1,single,clayton,1,1,1000,
150,50,0.6,I,ShJ,Supremum,0.1,single,clayton,13.2,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.2,single,clayton,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0.2,single,clayton,6.7,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.1,single,clayton,0,1,1000,
100,50,0.6,I,ShJ,Supremum,0.1,single,clayton,3.3,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.2,single,clayton,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0.2,single,clayton,2.4,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.1,column,clayton,42.6,1,1000,
100,50,0.6,I,ShJ,Supremum,0.1,column,clayton,74.2,1,1000,
100,50,0.6,I,ShJ,Euclidean,0,none,gumbel,0,1,1000,
100,50,0.6,I,ShJ,Supremum,0,none,gumbel,2.3,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.1,column,gumbel,44.3,1,1000,
100,50,0.6,I,ShJ,Supremum,0.1,column,gumbel,73.4,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,
150,50,0.6,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.2,single,gumbel,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0.2,single,gumbel,7.4,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.1,column,gumbel,8.2,1,1000,
100,50,0.3,I,ShJ,Supremum,0.1,column,gumbel,33.2,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,
150,50,0.3,I,ShJ,Supremum,0.1,single,gumbel,4.8,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,
100,50,0.6,I,ShJ,Supremum,0.1,single,gumbel,3.2,1,1000,
50,50,0.6,I,ShJ,Euclidean,0,none,gumbel,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0,none,gumbel,0.6,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.2,single,clayton,0.4,1,1000,
150,50,0.3,I,ShJ,Supremum,0.2,single,clayton,51.7,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.1,column,gumbel,82.2,1,1000,
150,50,0.6,I,ShJ,Supremum,0.1,column,gumbel,94.8,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.1,column,clayton,6.8,1,1000,
100,50,0.3,I,ShJ,Supremum,0.1,column,clayton,26.4,1,1000,
150,50,0.3,I,ShJ,Euclidean,0,none,gumbel,0,1,1000,
150,50,0.3,I,ShJ,Supremum,0,none,gumbel,3.2,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.1,column,gumbel,27.2,1,1000,
150,50,0.3,I,ShJ,Supremum,0.1,column,gumbel,53.1,1,1000,
50,50,0.3,I,ShJ,Euclidean,0,none,clayton,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0,none,clayton,2,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.2,single,gumbel,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0.2,single,gumbel,2.9,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.2,single,gumbel,0.1,1,1000,
150,50,0.3,I,ShJ,Supremum,0.2,single,gumbel,64.7,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.2,single,gumbel,0,1,1000,
100,50,0.3,I,ShJ,Supremum,0.2,single,gumbel,25.1,1,1000,
50,50,0.3,I,ShJ,Euclidean,0,none,gumbel,0,1,1000,
50,50,0.3,I,ShJ,Supremum,0,none,gumbel,2.3,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.2,single,clayton,0.5,1,1000,
150,50,0.6,I,ShJ,Supremum,0.2,single,clayton,100,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.1,single,clayton,0.1,1,1000,
100,50,0.3,I,ShJ,Supremum,0.1,single,clayton,2,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.2,column,clayton,99.1,1,1000,
150,50,0.3,I,ShJ,Supremum,0.2,column,clayton,100,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.2,single,gumbel,0.1,1,1000,
100,50,0.6,I,ShJ,Supremum,0.2,single,gumbel,95.6,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.2,column,clayton,100,1,1000,
100,50,0.6,I,ShJ,Supremum,0.2,column,clayton,100,1,1000,
100,50,0.3,I,ShJ,Euclidean,0,none,gumbel,0.1,1,1000,
100,50,0.3,I,ShJ,Supremum,0,none,gumbel,3.3,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.1,column,gumbel,2.5,1,1000,
50,50,0.6,I,ShJ,Supremum,0.1,column,gumbel,23.8,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0.1,single,gumbel,0.7,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.1,single,clayton,0.2,1,1000,
150,50,0.3,I,ShJ,Supremum,0.1,single,clayton,3.7,1,1000,
150,50,0.3,I,ShJ,Euclidean,0.1,column,clayton,23.1,1,1000,
150,50,0.3,I,ShJ,Supremum,0.1,column,clayton,51.6,1,1000,
100,50,0.6,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,
100,50,0.6,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,
100,50,0.6,I,ShJ,Euclidean,0,none,clayton,0.2,1,1000,
100,50,0.6,I,ShJ,Supremum,0,none,clayton,2.5,1,1000,
150,50,0.3,I,ShJ,Euclidean,0,none,clayton,0.1,1,1000,
150,50,0.3,I,ShJ,Supremum,0,none,clayton,3.4,1,1000,
50,50,0.3,I,ShJ,Euclidean,0.2,column,gumbel,22.2,1,1000,
50,50,0.3,I,ShJ,Supremum,0.2,column,gumbel,60.3,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.1,column,clayton,2.2,1,1000,
50,50,0.6,I,ShJ,Supremum,0.1,column,clayton,21.2,1,1000,
50,50,0.6,I,ShJ,Euclidean,0.1,single,clayton,0,1,1000,
50,50,0.6,I,ShJ,Supremum,0.1,single,clayton,1.2,1,1000,
100,50,0.3,I,ShJ,Euclidean,0.2,column,clayton,84.6,1,1000,
100,50,0.3,I,ShJ,Supremum,0.2,column,clayton,95.9,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.1,column,clayton,82.6,1,1000,
150,50,0.6,I,ShJ,Supremum,0.1,column,clayton,94.5,1,1000,
150,50,0.6,I,ShJ,Euclidean,0.2,single,gumbel,0.5,1,1000,
150,50,0.6,I,ShJ,Supremum,0.2,single,gumbel,99.8,1,1000,
100,50,0.3,I,ShJ,Euclidean,0,none,clayton,0.3,1,1000,
100,50,0.3,I,ShJ,Supremum,0,none,clayton,2.4,1,1000,
50,100,0.6,I,ShJ,Euclidean,0.2,column,clayton,47.9,1,1000,
50,100,0.6,I,ShJ,Supremum,0.2,column,clayton,97.3,1,1000,
150,100,0.3,I,ShJ,Euclidean,0.1,single,clayton,0,1,1000,
150,100,0.3,I,ShJ,Supremum,0.1,single,clayton,2.4,1,1000,
100,100,0.6,I,ShJ,Euclidean,0.1,single,clayton,0,1,1000,
100,100,0.6,I,ShJ,Supremum,0.1,single,clayton,2.5,1,1000,
50,100,0.6,I,ShJ,Euclidean,0.2,single,clayton,0,1,1000,
50,100,0.6,I,ShJ,Supremum,0.2,single,clayton,1.3,1,1000,
50,100,0.3,I,ShJ,Euclidean,0,none,clayton,0,1,1000,
50,100,0.3,I,ShJ,Supremum,0,none,clayton,1.3,1,1000,
100,100,0.3,I,ShJ,Euclidean,0,none,gumbel,0,1,1000,
100,100,0.3,I,ShJ,Supremum,0,none,gumbel,2,1,1000,
150,100,0.3,I,ShJ,Euclidean,0.2,single,gumbel,0,1,1000,
